Gender,Race,Event Type,Date,Comments
M,4,Mask Non-compliance,8/30/2021,"continues to wear mask below nose, talking out, disruptive in class"
M,4,Talking out in class,9/1/2021,"asked several times to stop talking and get to work, continued talking and distracting others around him"
M,4,Talking out in class,11/8/2021,"Javon was not following class rules.  He would not stay in his assigned seat, he was up and walking around.  He was eating candy in class when he was asked to put it away and he began speaking disrespectfully/talking out in class following an issue that happened with another student."
M,4,Drug Possession,11/22/2021,Student was seen in class by teacher holding a THC Vape Pen. 2nd offense for possession of marijuana. Student left the building without permission.
M,4,Harassment/Harassing Communication toward student,8/25/2021,harassing another student
M,4,Leaving class without permission,9/27/2021,Left class without permission.
M,4,Leaving class without permission,1/28/2022,w/o class
M,4,Profanity or Vulgarity,12/1/2021,"1) continued with a conversation about having sex with a dead person after being warned to cease the conversation immediately or get written up
2)refusing to leave class (called security but they never came)"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,wearign headphones during instruction
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Dress Code Violation,10/14/2021,After several times asking student to take hoodie down he never complied.  He turned around & looked at AP but kept it on.  Did have a discussion w/him a couple hours later. 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
M,4,Dress Code Violation,1/24/2022,"hood up again

__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
M,4,Drug Possession,9/17/2021,"Student was sent to office for misbehavior, upon arriving in the office a strong smell of marijuana was noticed in AP office by AP. When asked, Javon said he had nothing. Upon backpack search, a pill bottle with 1/2 a blunt, a cigar pack with some marijuana nuggets, and a lighter were located. Student claims his brother used his backpack last night. "
M,4,Drug Under the Influence,2/8/2022,"Student was identified as the source of a very strong marijuana odor while walking in the hallway. Several staff and students made comments of the smell. Student was escorted to office, met with Principal, and admitted that he was in the car with other individuals on the way to school smoking a marijuana blunt. Student displayed signs of being under the influence (swollen, red eyes, slurred speech, and falling asleep during conversation. This is the students 4th incident this school year for either possession or under the influence of marijuana. Upon belongings search no paraphernalia was located, and students hand smelled of marijuana. Alternative Placement and Drug Use therapy recommended through Student Relations Office. 504-485-8330"
M,4,ISAP Removal/Walk-out,12/10/2021,"removed from lunch d-hall, 3rd off"
M,4,Mask Non-compliance,9/3/2021,mask
M,4,Mask Non-compliance,8/19/2021,Student refused to adjust mask over mouth and nose after several warnigns. 
M,4,Unexcused Tardiness to Class,8/31/2021,Excessive tardies to class
M,4,Unexcused Tardiness to Class,10/18/2021,Excessive TTC
M,4,Unexcused Tardiness to Class,12/3/2021,"multiple tardies, 5th offense"
M,4,Unexcused Tardiness to Class,12/6/2021,"Multi tardies (2), 6th offense"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,8/20/2021,cell phone
M,4,Extending body parts or throwing objects out of bus door/window,10/14/2021,"3rd bus referral, 2nd for hanging out window. Refuses to sit down, leaning out window and yelling at motorists. Motorists have complained. "
M,4,Extending body parts or throwing objects out of bus door/window,11/11/2021,"Puts head out window, yelling at other motorists. Playfighting with another student, insists on standing on bus and will not sit down. 5th bus referral"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,8/30/2021,phone
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/10/2021,"cell phone, 7th incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Profanity or Vulgarity towards student/staff,12/8/2021,"Student attempted to manipulate his way out of my classroom multiple times.  When asked about it, he became profane."
M,4,Leaving school grounds/bus without permission,8/18/2021,Student left the building and had the door propped open to re-enter. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,"removed from 5th for HP, came in ISAP with music playing, coach porter had already spoken to him about the situation"
M,4,Fighting - Student to Student,10/5/2021,Students went across the street to fight other students. A fight did break out that involved numerous people which caused a dangerous situation. 
M,4,Talking out in class,10/25/2021,Disruptive.  Failure to comply.  Texted parents. Spoke to step-mom.
M,4,Talking out in class,2/1/2022,"Disrupting class, failure to comply"
M,4,Horseplay,11/1/2021,"talking redirected all through class, continued conversation with peers, when being talked to commented, ""If she talk bad about me, I'll smack her""  said he was talking to peer not Mrs. Peden, smacked peer in back of head when leaving"
M,4,Leaving class without permission,9/14/2021,"5 minutes late to class, asked to use RR and was told no, left class later one without permission"
M,4,Leaving class without permission,10/26/2021,Walked out without permission to find Mr. Thornsbury to get ski mask.
M,4,Talking out in class,10/21/2021,"Off task, behavior, laughing out, talking out to peers during instruction.  Hall conference.  Came in continued off task behavior.  Began making noises."
M,4,Talking out in class,11/15/2021,"Told to sit in seat and get materials out x3.  Got up went to peers desk, got candy, talking, eating in class.  Directed to office x2-stayed in class."
M,4,Talking out in class,12/13/2021,Interjected into peers escalation.  Asked to leave for instigating.
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,phone
M,4,Drug Under the Influence,8/27/2021,"After closing concession stand, students were observed walking around track smoking marijuana.  Coach Jones and myself noted the individuals.  There was a 6th with the group that Blackwell can identify."
M,4,ISAP Removal/Walk-out,11/3/2021,"After several periods in ISAP over the last 3 days for blatant disruption and disrespect, Javon was removed from ISAP for several issues (profanity, out of his seat, talking across ISAP, hood on,mask off). This was following a preventative conference with the YSC coordinator and a call home. This is Javon's 2nd ISAP removal. "
M,4,Profanity or Vulgarity towards student/staff,12/14/2021,"Student was in ISAP, continued to walk around, refuse to be seated, using profanity. Left one room and entered the other to ask teacher to leave ISAP. TOld teacheer he was a itch ass nigga that needed to get some pussy."
M,4,Mask Non-compliance,8/30/2021,"continues to wear mask below nose, talking out, disruptive in class"
M,4,Talking out in class,9/1/2021,"asked several times to stop talking and get to work, continued talking and distracting others around him"
M,4,Talking out in class,11/8/2021,"Javon was not following class rules.  He would not stay in his assigned seat, he was up and walking around.  He was eating candy in class when he was asked to put it away and he began speaking disrespectfully/talking out in class following an issue that happened with another student."
M,4,Drug Possession,11/22/2021,Student was seen in class by teacher holding a THC Vape Pen. 2nd offense for possession of marijuana. Student left the building without permission.
M,4,Harassment/Harassing Communication toward student,8/25/2021,harassing another student
M,4,Leaving class without permission,9/27/2021,Left class without permission.
M,4,Leaving class without permission,1/28/2022,w/o class
M,4,Profanity or Vulgarity,12/1/2021,"1) continued with a conversation about having sex with a dead person after being warned to cease the conversation immediately or get written up
2)refusing to leave class (called security but they never came)"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/9/2021,wearign headphones during instruction
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Dress Code Violation,10/14/2021,After several times asking student to take hoodie down he never complied.  He turned around & looked at AP but kept it on.  Did have a discussion w/him a couple hours later. 1st  incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
M,4,Dress Code Violation,1/24/2022,"hood up again

__ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident."
M,4,Drug Possession,9/17/2021,"Student was sent to office for misbehavior, upon arriving in the office a strong smell of marijuana was noticed in AP office by AP. When asked, Javon said he had nothing. Upon backpack search, a pill bottle with 1/2 a blunt, a cigar pack with some marijuana nuggets, and a lighter were located. Student claims his brother used his backpack last night. "
M,4,Drug Under the Influence,2/8/2022,"Student was identified as the source of a very strong marijuana odor while walking in the hallway. Several staff and students made comments of the smell. Student was escorted to office, met with Principal, and admitted that he was in the car with other individuals on the way to school smoking a marijuana blunt. Student displayed signs of being under the influence (swollen, red eyes, slurred speech, and falling asleep during conversation. This is the students 4th incident this school year for either possession or under the influence of marijuana. Upon belongings search no paraphernalia was located, and students hand smelled of marijuana. Alternative Placement and Drug Use therapy recommended through Student Relations Office. 504-485-8330"
M,4,ISAP Removal/Walk-out,12/10/2021,"removed from lunch d-hall, 3rd off"
M,4,Mask Non-compliance,9/3/2021,mask
M,4,Mask Non-compliance,8/19/2021,Student refused to adjust mask over mouth and nose after several warnigns. 
M,4,Unexcused Tardiness to Class,8/31/2021,Excessive tardies to class
M,4,Unexcused Tardiness to Class,10/18/2021,Excessive TTC
M,4,Unexcused Tardiness to Class,12/3/2021,"multiple tardies, 5th offense"
M,4,Unexcused Tardiness to Class,12/6/2021,"Multi tardies (2), 6th offense"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,8/20/2021,cell phone
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Leaving class without permission,11/30/2021,Came to class and walked out to go to restroom.  skipping class
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Non-attendance to class/cutting class,9/14/2021,did not come back from lunch
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/18/2021,Had phone and airpods out.  __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/7/2021,texting on phone during class
M,4,Drug Possession,11/3/2021,Student was caught vaping in the restroom between classes. When searched he had two THC pens on him. 
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Striking -Student,2/10/2022,"Student A was upset with Student B bc he was giggling about the assignment. Student A told the Student B to ""shut the fuck up."" Student B started cussing at Student A. Student A got up and threw water on Student B. Student A then put her hands around his neck to choke him and then started punching him. Students attempted to stop Student A from hitting him. "
M,4,Talking out in class,10/8/2021,"refused to stop talking during independent reading, redirected and reminded student three times "
M,4,Talking out in class,11/15/2021,Refusal to stop talking during independent reading.  Redirected three times
M,4,Leaving class without permission,9/22/2021,"a large portion of the class was being loud, disruptive.  Dominic was part of the group.  I pulled students who were meeting expectations to the back to continue the lesson and gave the rest of the class an independent assignment.  Dominic said if I wasn't going to teach him he wasn't staying and walked out.  He has fallen asleep in class multiple times in the last couple of weeks.  "
M,4,Profanity or Vulgarity,8/26/2021,"Thought someone went through his stuff.  Started talking loudly during instruction asking ""who went through my fucking stuff.""  I asked him to slow down and stop cussing.  He said ""no, that's fucked up man.""  Continued cussing and disrupting.  I told him to leave."
M,4,Drug Under the Influence,10/22/2021,Student was seen across the street sitting with friends. He was then seen walking down Preston Highway and coming back. Once he signed in he was searched and he had one dap pen and one nic pen in his possession. He said he didn't hit the dap pen in front of school that he did it down the street. 
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/13/2021,"phone, __ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Profanity or Vulgarity towards student/staff,12/15/2021,"sub wrote- I asked student to finish an incomplete assignment, he refused, I insisted, he said, ""F*&^& you, I'm not doing it"" (or somehting similar), I asked him to go to the AP office, he made several more profane comments directed at me as he left"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,12/9/2021,__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,11/2/2021,Had phone out during class.  1st  incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Leaving class without permission,10/6/2021,Student walked out of class without permission.
M,4,Non-attendance to class/cutting class,10/18/2021,"Student left class (with permission) to use restroom around 12:50, but never returned."
M,4,Violation of Personal Electronic/Telecommunication Device Policy,10/14/2021,"__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented

phoen out texting mother"
M,4,Dress Code Violation,10/27/2021,Too many times in one day - hood.  __ incident for dress code.  Student is given opportunity to correct and can return to class the following period once in dress code.  Ring central text sent home at every incident.
M,4,Harassment/Harassing Communication toward staff,11/10/2021,"Student was sent to the office for wearing his hood. Student has been given numerous warnings daily to take/keep his hood down. While in the office on ISAP lunch, student put his hood back up, was on his phone continuously, had his earbuds in, walked around the office singing because his earbuds were in, and snapped his fingers to get the office clerk's attention. When the AP came to the office he immediately started telling her what she better hurry up and do and that he wasn't going to go down to ISAP. When she said that he needed to stop talking like that and that he needed to go ahead and call to go home since he wasn't going to go to ISAP, he started yelling and cursing and breathing very heavy. He got aggressive at the door of the AP's office, calling her the N word and demanding she get his mom on the phone because ""you are capping"". He paced angrily outside the door until mom was contacted and refused to go wait in the lobby. "
M,4,Non-attendance to class/cutting class,8/18/2021,cut 7th period 8-13 and 8-18
M,4,Non-attendance to class/cutting class,10/18/2021,Cut 7th
M,4,Non-attendance to class/cutting class,11/5/2021,cutting
M,4,Non-attendance to class/cutting class,11/19/2021,cut 2 periods
M,4,Non-attendance to class/cutting class,12/16/2021,Cutting 5th period - in lunch twice
M,4,Unexcused Tardiness to Class,2/14/2022,Too many tardies
M,4,Use/Possession of Tobacco/Alternative nicotine/vapor products,1/31/2022,Vape on him
M,4,Inappropriate Use of District or School Technology,11/3/2021,Student was playing computer games.  Redirected several times to complete spreadsheet and to log into GC and open slides.
M,4,Talking out in class,9/24/2021,"not following directions, singing and dancing in hallway"
M,4,Violation of Personal Electronic/Telecommunication Device Policy,9/17/2021,1st __ incident for cellphone.  Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented
M,4,Violation of Personal Electronic/Telecommunication Device Policy,2/17/2022,"Student off task with phone and headphones/earbuds in use.  Redirected, student playing tetris video game, redirected.  Student refused to follow instruction.
Student sent to AP office.
__ incident for cellphone. Numerous contacts home made (documented in PLP and Ring Central) and conference held. Progressive discipline will be implemented"
M,4,Leaving class without permission,12/15/2021,Student asked to use the restroom and was told no since he is on the no fly list.  He kept asking getting the same response.  He walked out of class.
